OBJECTID,PARCEL_I,STNUMBER,PRE_DIR,STREET_NAME,SUFFIX,SUF_DIR,FULL_STNAME,CITY,ZIPCODE,ADDRESS,STATUS,SHAPEAREA,SHAPELEN
345944,1029867,2365,,ADAMS,ST,,ADAMS ST,INDIANAPOLIS,46218,2365 ADAMS ST,Abandoned,12801.8636218743,480.073502136039
346056,1010458,2755,N,KEYSTONE,AVE,,KEYSTONE AVE,INDIANAPOLIS,46218,2755 N KEYSTONE AVE,Abandoned,11133.1727609259,434.607365476568
346078,1088338,1929,,HOUSTON,ST,,HOUSTON ST,INDIANAPOLIS,46218,1929 HOUSTON ST,Abandoned,5400.13062467896,350.010293221351
346248,1024949,40,,EASTERN,AVE,,EASTERN AVE,INDIANAPOLIS,46201,40 EASTERN AVE,Abandoned,4999.76882219931,329.991104924734
346265,1014955,1031,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46201,1031 N TACOMA AVE,Abandoned,6405.33840664653,436.020669862666
346306,1060496,202,,JEFFERSON,AVE,,JEFFERSON AVE,INDIANAPOLIS,46201,56 JEFFERSON AVE,Abandoned,5200.17281164053,340.010030758832
346324,1088337,1925,,HOUSTON,ST,,HOUSTON ST,INDIANAPOLIS,46218,1925 HOUSTON ST,Vacant,5399.93559169056,350.000481498955
346330,1014317,1028,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46201,1028 N TACOMA AVE,Abandoned,8052.39763351281,454.000359360488
346331,1042683,645,N,BEVILLE,AVE,,BEVILLE AVE,INDIANAPOLIS,46201,645 N BEVILLE AVE,Abandoned,5252.63813530689,342.639266814048
346395,1036287,26,E,ADLER,ST,,ADLER ST,INDIANAPOLIS,46225,26 E ADLER ST,Abandoned,2800.08961304742,256.013334199969
346463,1063757,2803,,SHELBY,ST,,SHELBY ST,INDIANAPOLIS,46203,2803 SHELBY ST,Abandoned,4510.9876735153,339.003106203497
346489,1075682,41,N,TRAUB,AVE,,TRAUB AVE,INDIANAPOLIS,46222,41 N TRAUB AVE,Abandoned,5999.70421619431,380.030262970295
346507,1070245,1215,,MC DOUGAL,ST,,MC DOUGAL ST,INDIANAPOLIS,46203,1215 MC DOUGAL ST,Abandoned,5985.58730872853,356.014297223995
346826,1029879,140,W,35TH,ST,,35TH ST,INDIANAPOLIS,46208,140 W 35TH ST,Abandoned,2639.78365946206,211.989208511574
346839,1074062,1102,E,30TH,ST,,30TH ST,INDIANAPOLIS,46205,1102 E 30TH ST,Abandoned,51118.1630866118,956.008188197175
346873,1050001,909,N,KEYSTONE,AVE,,KEYSTONE AVE,INDIANAPOLIS,46201,909 N KEYSTONE AVE,Abandoned,7008.9675109623,411.999886801388
347032,1048514,2033,S,PENNSYLVANIA,ST,,PENNSYLVANIA ST,INDIANAPOLIS,46225,2033 S PENNSYLVANIA ST,Abandoned,4199.95681535603,310.0134226992
347059,1018934,2141,S,DELAWARE,ST,,DELAWARE ST,INDIANAPOLIS,46225,2141 S DELAWARE ST,Abandoned,6165.69948931942,364.027857272565
347108,1103899,1102,,TECUMSEH,ST,,TECUMSEH ST,INDIANAPOLIS,46201,1102 TECUMSEH ST,Abandoned,3119.97885413051,236.000423152423
347117,1003678,652,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,652 W 30TH ST,Abandoned,9049.42582985694,492.199965339247
347308,1059945,1315,W,28TH,ST,,28TH ST,INDIANAPOLIS,46208,1315 W 28TH ST,Abandoned,3770.49507356248,303.538711430861
347319,1044079,2162,S,PENNSYLVANIA,ST,,PENNSYLVANIA ST,INDIANAPOLIS,46225,2162 S PENNSYLVANIA ST,Abandoned,4141.39383192494,329.215282001851
347321,1041518,2937,,DRAPER,ST,,DRAPER ST,INDIANAPOLIS,46203,2937 DRAPER ST,Abandoned,5840.10923800643,371.991161175333
347333,1038537,614,,EUGENE,ST,,EUGENE ST,INDIANAPOLIS,46208,614 EUGENE ST,Vacant,5129.96910968016,336.499360423075
347336,1086104,1847,E,MINNESOTA,ST,,MINNESOTA ST,INDIANAPOLIS,46203,1847 E MINNESOTA ST,Abandoned,3400.110609069,250.006069390873
347415,1075459,31,E,RAYMOND,ST,,RAYMOND ST,INDIANAPOLIS,46225,31 E RAYMOND ST,Abandoned,4618.97091240602,332.599281715216
347426,1058105,650,,EUGENE,ST,,EUGENE ST,INDIANAPOLIS,46208,650 EUGENE ST,Vacant,5129.98213245272,336.499687494922
347453,1088107,2719,,INDIANAPOLIS,AVE,,INDIANAPOLIS AVE,INDIANAPOLIS,46208,2719 INDIANAPOLIS AVE,Abandoned,5413.43867638051,350.671137633472
347501,1017866,701,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,701 W 30TH ST,Abandoned,5129.98024048775,336.499628995749
347506,1075327,317,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,317 W 30TH ST,Vacant,8999.96533690834,460.002375711523
347527,1034811,1132,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46201,1132 N TACOMA AVE,Abandoned,6953.89857047713,441.999790166333
347544,1059170,610,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,610 W 30TH ST,Abandoned,5791.75481595679,369.590099631102
347565,1065041,37,E,RAYMOND,ST,,RAYMOND ST,INDIANAPOLIS,46225,37 E RAYMOND ST,Abandoned,4617.71786251282,332.508186634877
347576,1076128,608,,EUGENE,ST,,EUGENE ST,INDIANAPOLIS,46208,608 EUGENE ST,Abandoned,5129.97556870022,336.499358427943
347580,1024207,615,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,615 W 30TH ST,Abandoned,5127.18501213725,336.359865495936
347657,1087839,1421,,DELOSS,ST,,DELOSS ST,INDIANAPOLIS,46201,1421 DELOSS ST,Abandoned,3599.58955621622,299.982055723641
347695,1002623,21,W,PLEASANT RUN PKWY,SDR,,PLEASANT RUN PKWY SDR,INDIANAPOLIS,46225,21 W PLEASANT RUN PKWY SDR,Abandoned,5280.11754451984,343.993860684073
347712,1018402,139,,HOEFGEN,ST,,HOEFGEN ST,INDIANAPOLIS,46225,139 HOEFGEN ST,Abandoned,3403.85726545068,240.003416415954
347737,1003679,702,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,702 W 30TH ST,Abandoned,9049.76054856598,492.199636325522
347816,1054613,943,,CHURCH,ST,,CHURCH ST,INDIANAPOLIS,46225,943 CHURCH ST,Abandoned,2817.68772555599,252.876173591483
347818,1049282,2105,,SINGLETON,ST,,SINGLETON ST,INDIANAPOLIS,46203,2105 SINGLETON ST,Abandoned,3421.33374808792,257.187877075699
347946,1026791,1609,E,OHIO,ST,,OHIO ST,INDIANAPOLIS,46201,1609 E OHIO ST,Vacant,3599.90493720698,272.002297454429
347997,1072682,3409,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,3409 N KENWOOD AVE,Abandoned,5404.0501887044,345.879116864269
348051,1051079,2518,S,DELAWARE,ST,,DELAWARE ST,INDIANAPOLIS,46225,2518 S DELAWARE ST,Abandoned,4940.62376552612,336.025646282577
348099,1031098,1357,W,28TH,ST,,28TH ST,INDIANAPOLIS,46208,1357 W 28TH ST,Abandoned,3750.07402963035,310.00250495028
348242,1026724,628,,UDELL,ST,,UDELL ST,INDIANAPOLIS,46208,628 UDELL ST,Vacant,5100.57100650426,335.029189637733
348295,1017300,2917,,MCPHERSON,ST,,MCPHERSON ST,INDIANAPOLIS,46205,2917 MCPHERSON ST,Vacant,4689.60863125878,314.483499375293
348326,1020600,3453,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,3453 N KENWOOD AVE,Abandoned,5436.98166992638,347.218965002906
348455,1069578,605,W,29TH,ST,,29TH ST,INDIANAPOLIS,46208,605 W 29TH ST,Vacant,5099.98231154623,334.999690495932
348521,1049344,2125,,SINGLETON,ST,,SINGLETON ST,INDIANAPOLIS,46203,2125 SINGLETON ST,Abandoned,5112.97954403783,347.170954691312
348645,1062414,602,,COTTAGE,AVE,,COTTAGE AVE,INDIANAPOLIS,46203,602 COTTAGE AVE,Vacant,3500.09113167527,270.014721657825
348720,1013097,2422,,INDIANAPOLIS,AVE,,INDIANAPOLIS AVE,INDIANAPOLIS,46208,2422 INDIANAPOLIS AVE,Vacant,5479.55379538786,353.9803744792
348829,1032828,2724,,INDIANAPOLIS,AVE,,INDIANAPOLIS AVE,INDIANAPOLIS,46208,2724 INDIANAPOLIS AVE,Abandoned,6697.37708454717,369.221502494205
348878,1076920,1141,S,CAPITOL,AVE,,CAPITOL AVE,INDIANAPOLIS,46225,1141 S CAPITOL AVE,Vacant,2699.14878787045,240.057152315236
348946,1082160,2840,,DIETZ,ST,,DIETZ ST,INDIANAPOLIS,46203,2840 DIETZ ST,Vacant,5719.33656905746,365.97080130264
348951,1022570,601,N,BANCROFT,ST,,BANCROFT ST,INDIANAPOLIS,46201,601 N BANCROFT ST,Abandoned,6519.82905053458,406.000070873488
348982,1054255,2827,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,2827 N KENWOOD AVE,Abandoned,4799.96117721991,320.001199460913
348983,1089944,642,,EUGENE,ST,,EUGENE ST,INDIANAPOLIS,46208,642 EUGENE ST,Vacant,5129.97559049705,336.499687522323
348986,1036549,3605,,BOULEVARD,PL,,BOULEVARD PL,INDIANAPOLIS,46208,3605 BOULEVARD PL,Vacant,4368.20606200444,319.620226576837
348996,1011164,3532,,SALEM,ST,,SALEM ST,INDIANAPOLIS,46208,3532 SALEM ST,Vacant,5202.77594112523,340.159387745446
349042,1069321,402,E,RAYMOND,ST,,RAYMOND ST,INDIANAPOLIS,46225,402 E RAYMOND ST,Abandoned,5777.62696233755,363.940232240256
349078,1066417,94,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,94 N DEARBORN ST,Vacant,3476.36250032881,251.806604492058
349097,1068561,2406,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,2406 N KENWOOD AVE,Abandoned,4800.95430355831,320.296206600476
349154,1054590,3707,E,NEW YORK,ST,,NEW YORK ST,INDIANAPOLIS,46201,3707 E NEW YORK ST,Vacant,5600.41246295476,360.030266309882
349156,1073001,445,W,26TH,ST,,26TH ST,INDIANAPOLIS,46208,445 W 26TH ST,Abandoned,4800.01498939874,320.000921771932
349161,1030724,611,,UDELL,ST,,UDELL ST,INDIANAPOLIS,46208,611 UDELL ST,Abandoned,5099.97385292253,334.999304815517
349358,1052151,3629,,GRACELAND,AVE,,GRACELAND AVE,INDIANAPOLIS,46208,3629 GRACELAND AVE,Vacant,5200.14372971605,340.008989099701
349387,1037677,640,,UDELL,ST,,UDELL ST,INDIANAPOLIS,46208,640 UDELL ST,Abandoned,5099.97564941199,334.999361427284
349389,1004143,125,W,29TH,ST,,29TH ST,INDIANAPOLIS,46208,125 W 29TH ST,Abandoned,2499.99000001,200.000481780296
349401,1039914,627,,UDELL,ST,,UDELL ST,INDIANAPOLIS,46208,627 UDELL ST,Abandoned,5099.96916854127,334.999034328927
349403,1006014,3434,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,3434 N KENWOOD AVE,Abandoned,5411.98560089431,345.999523804615
349586,1051479,622,,UDELL,ST,,UDELL ST,INDIANAPOLIS,46208,622 UDELL ST,Abandoned,5100.37592992219,335.019319439064
349604,1025587,1135,N,KEYSTONE,AVE,,KEYSTONE AVE,INDIANAPOLIS,46201,1135 N KEYSTONE AVE,Abandoned,6862.83643305837,441.020811413935
349768,1006490,1129,,HARLAN,ST,,HARLAN ST,INDIANAPOLIS,46203,1129 HARLAN ST,Vacant,4800.44151372451,320.027036770011
349822,1051867,1227,,HARLAN,ST,,HARLAN ST,INDIANAPOLIS,46203,1227 HARLAN ST,Vacant,4800.4203973848,320.026984333425
349827,1044912,241,N,REISNER,ST,,REISNER ST,INDIANAPOLIS,46222,241 N REISNER ST,Vacant,4003.47742344755,303.499717050565
350076,1050163,1321,,BLAINE,AVE,,BLAINE AVE,INDIANAPOLIS,46221,1321 BLAINE AVE,Vacant,5278.03706796205,348.697750313948
350080,1016782,17,N,TRAUB,AVE,,TRAUB AVE,INDIANAPOLIS,46222,17 N TRAUB AVE,Abandoned,5040.74009929131,396.038905179015
350083,1015934,1206,,CHURCHMAN,AVE,,CHURCHMAN AVE,INDIANAPOLIS,46203,1206 CHURCHMAN AVE,Abandoned,4800.3899154041,320.025996982604
350102,1100298,1714,W,MARKET,ST,,MARKET ST,INDIANAPOLIS,46222,1714 W MARKET ST,Abandoned,7871.96036437592,441.253507639514
350231,1062229,338,N,HAMILTON,AVE,,HAMILTON AVE,INDIANAPOLIS,46201,338 N HAMILTON AVE,Abandoned,5201.20548566545,340.032652656455
350242,1015738,401,N,HAMILTON,AVE,,HAMILTON AVE,INDIANAPOLIS,46201,401 N HAMILTON AVE,Abandoned,5200.34199213376,340.026168537042
350243,1076641,422,,JEFFERSON,AVE,,JEFFERSON AVE,INDIANAPOLIS,46201,422 JEFFERSON AVE,Abandoned,5199.96930334442,340.006815163849
350244,1037816,323,,JEFFERSON,AVE,,JEFFERSON AVE,INDIANAPOLIS,46201,323 JEFFERSON AVE,Abandoned,5375.82064638235,348.796480584694
350259,1014666,434,,JEFFERSON,AVE,,JEFFERSON AVE,INDIANAPOLIS,46201,434 JEFFERSON AVE,Abandoned,5199.93475111491,340.005980566562
350360,1000628,233,,BAKEMEYER,ST,,BAKEMEYER ST,INDIANAPOLIS,46225,233 BAKEMEYER ST,Vacant,10199.7383728436,501.975859309873
350394,1027024,332,,KOEHNE,ST,,KOEHNE ST,INDIANAPOLIS,46222,332 KOEHNE ST,Abandoned,3124.96856922224,300.001107486366
350415,1069766,1521,W,VERMONT,ST,,VERMONT ST,INDIANAPOLIS,46222,1521 W VERMONT ST,Vacant,4098.98313121353,284.987689394755
350559,1038668,1256,W,33RD,ST,,33RD ST,INDIANAPOLIS,46208,1256 W 33RD ST,Vacant,6195.8613320477,424.04950190838
350571,1049763,3014,,BROADWAY,ST,,BROADWAY ST,INDIANAPOLIS,46205,3014 BROADWAY ST,Vacant,5240.74223772026,342.032790337656
350603,1009868,1260,W,33RD,ST,,33RD ST,INDIANAPOLIS,46208,1260 W 33RD ST,Abandoned,6195.15912048337,424.009865310468
350635,1013817,325,E,10TH,ST,,10TH ST,INDIANAPOLIS,46202,325 E 10TH ST,Abandoned,4644.19373032313,362.077844723577
350676,1102685,1325,,CHARLES,ST,,CHARLES ST,INDIANAPOLIS,46225,1325 CHARLES ST,Abandoned,5379.01148679232,295.010388395845
350737,1082451,26,S,EUCLID,AVE,,EUCLID AVE,INDIANAPOLIS,46201,26 S EUCLID AVE,Abandoned,4951.28585713071,298.041941124866
350762,1040358,17,S,EUCLID,AVE,,EUCLID AVE,INDIANAPOLIS,46201,17 S EUCLID AVE,Abandoned,4266.2529539805,281.920865677578
350794,1016575,31,S,EUCLID,AVE,,EUCLID AVE,INDIANAPOLIS,46201,31 S EUCLID AVE,Abandoned,4087.5085906505,278.63055729901
350869,1020071,2344,,ST PAUL,ST,,ST PAUL ST,INDIANAPOLIS,46203,2348 ST PAUL ST,Abandoned,8132.14664747627,405.389685807185
350956,1064668,52,S,TUXEDO,ST,,TUXEDO ST,INDIANAPOLIS,46201,52 S TUXEDO ST,Vacant,4804.91642328683,320.24250328581
350962,1066108,33,S,TUXEDO,ST,,TUXEDO ST,INDIANAPOLIS,46201,33 S TUXEDO ST,Abandoned,4824.84151783239,321.263978357637
350966,1060568,36,S,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,36 S DEARBORN ST,Abandoned,4999.93259594815,329.994809068276
350988,1074142,3829,,SPANN,AVE,,SPANN AVE,INDIANAPOLIS,46203,3829 SPANN AVE,Vacant,5338.64612614647,346.971114932976
351002,1015269,2009,,DRAPER,ST,,DRAPER ST,INDIANAPOLIS,46203,2009 DRAPER ST,Abandoned,5280.0459297655,327.99796838648
351010,1066097,2015,,BOYD,AVE,,BOYD AVE,INDIANAPOLIS,46203,2015 BOYD AVE,Abandoned,4362.81156898962,333.795895099682
351060,1004403,30,,BANKERS,LN,,BANKERS LN,INDIANAPOLIS,46201,30 BANKERS LN,Abandoned,4839.49223422014,300.282667502785
351097,1019846,2154,,WEBB,ST,,WEBB ST,INDIANAPOLIS,46225,2154 WEBB ST,Abandoned,4080.84726676311,308.041732836858
351133,1067865,1502,,CRUFT,ST,,CRUFT ST,INDIANAPOLIS,46203,1502 CRUFT ST,Abandoned,7128.8459414376,345.671905160919
351150,1058820,1133,S,KEALING,AVE,,KEALING AVE,INDIANAPOLIS,46203,1133 S KEALING AVE,Vacant,5361.40963125652,348.058781238886
351155,1038918,3610,N,RILEY,AVE,,RILEY AVE,INDIANAPOLIS,46218,3610 N RILEY AVE,Abandoned,11920.4525806322,467.887279251938
351201,1033371,2656,,BROOKSIDE,AVE,,BROOKSIDE AVE,INDIANAPOLIS,46218,2656 BROOKSIDE AVE,Abandoned,5287.43796460119,314.726685141058
351234,1013313,330,N,RANDOLPH,ST,,RANDOLPH ST,INDIANAPOLIS,46201,330 N RANDOLPH ST,Vacant,5503.06378519417,355.162425447486
351330,1047484,2119,,COLUMBIA,AVE,,COLUMBIA AVE,INDIANAPOLIS,46202,2111 COLUMBIA AVE,Abandoned,5739.30573442808,361.970286792825
351390,1031573,921,E,38TH,ST,,38TH ST,INDIANAPOLIS,46205,921 E 38TH ST,Vacant,7200.71622681306,376.710114670421
351405,1081705,3819,,FLETCHER,AVE,,FLETCHER AVE,INDIANAPOLIS,46203,3819 FLETCHER AVE,Vacant,5339.98867479817,346.991460593277
351417,1074183,3820,,FLETCHER,AVE,,FLETCHER AVE,INDIANAPOLIS,46203,3820 FLETCHER AVE,Vacant,5340.4043637845,347.011475193178
351420,1012199,3654,,KINNEAR,AVE,,KINNEAR AVE,INDIANAPOLIS,46218,3654 KINNEAR AVE,Abandoned,5157.33512327267,353.075186051449
351422,1018147,3644,,KINNEAR,AVE,,KINNEAR AVE,INDIANAPOLIS,46218,3644 KINNEAR AVE,Abandoned,6894.08567062227,378.38612490778
351528,1057296,1122,,FINLEY,AVE,,FINLEY AVE,INDIANAPOLIS,46203,1122 FINLEY AVE,Abandoned,5990.05546315679,379.503804991212
351532,1076021,1202,,FINLEY,AVE,,FINLEY AVE,INDIANAPOLIS,46203,1202 FINLEY AVE,Abandoned,5990.06796215957,379.503857464272
351559,1071402,1418,W,32ND,ST,,32ND ST,INDIANAPOLIS,46208,1418 W 32ND ST,Vacant,5291.72874115156,362.989643307661
351563,1016145,3140,N,HARDING,ST,,HARDING ST,INDIANAPOLIS,46208,3140 N HARDING ST,Abandoned,4320.55863853385,312.010881592908
351564,1080015,1414,W,32ND,ST,,32ND ST,INDIANAPOLIS,46208,1414 W 32ND ST,Vacant,4858.22517916563,357.010036347867
351588,1054319,1423,W,32ND,ST,,32ND ST,INDIANAPOLIS,46208,1423 W 32ND ST,Abandoned,5075.14471010695,360.010295015091
351591,1061281,1450,,CONGRESS,AVE,,CONGRESS AVE,INDIANAPOLIS,46208,1450 CONGRESS AVE,Abandoned,5074.96498538307,359.999845582807
351594,1047715,1430,,CONGRESS,AVE,,CONGRESS AVE,INDIANAPOLIS,46208,1430 CONGRESS AVE,Abandoned,5074.97013890748,359.999517903884
351658,1085520,3730,N,COLORADO,AVE,,COLORADO AVE,INDIANAPOLIS,46218,3730 N COLORADO AVE,Abandoned,14999.7726706829,495.027953827608
351772,1025502,2602,,CLIFTON,ST,,CLIFTON ST,INDIANAPOLIS,46208,2602 CLIFTON ST,Abandoned,3602.28571032563,260.043845921944
351778,1058007,3641,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46218,3641 N DEARBORN ST,Abandoned,19999.92000008,600.001840864768
351779,1016930,902,,LYNN,ST,,LYNN ST,INDIANAPOLIS,46222,902 LYNN ST,Abandoned,9353.36698787966,395.898505438804
351799,1040990,2520,S,KEYSTONE,AVE,,KEYSTONE AVE,INDIANAPOLIS,46203,2520 S KEYSTONE AVE,Abandoned,18503.0024966207,585.729494048577
351830,1035439,405,N,WALCOTT,ST,,WALCOTT ST,INDIANAPOLIS,46201,405 N WALCOTT ST,Vacant,5503.09318906592,355.162688365277
351951,1075263,1005,,HARRISON,ST,,HARRISON ST,INDIANAPOLIS,46202,1005 HARRISON ST,Abandoned,6902.91626037946,421.233977544539
351951,1075263,1005,,HARRISON,ST,,HARRISON ST,INDIANAPOLIS,46202,953 HARRISON ST,Abandoned,6902.91626037946,421.233977544539
352017,1007689,3453,,ORCHARD,AVE,,ORCHARD AVE,INDIANAPOLIS,46218,3453 ORCHARD AVE,Vacant,6019.06708945981,365.953056422339
352026,1062660,3737,,CAROLINE,AVE,,CAROLINE AVE,INDIANAPOLIS,46218,3737 CAROLINE AVE,Abandoned,5607.61538186139,360.103169531887
352217,1077436,1636,,BELLEFONTAINE,ST,,BELLEFONTAINE ST,INDIANAPOLIS,46202,1636 BELLEFONTAINE ST,Vacant,5175.49456086171,346.712556177713
352237,1016328,555,E,37TH,ST,,37TH ST,INDIANAPOLIS,46205,555 E 37TH ST,Abandoned,15962.1550195376,632.901601335544
352239,1002677,918,E,17TH,ST,,17TH ST,INDIANAPOLIS,46202,918 E 17TH ST,Vacant,4160.59508975846,309.361202265099
352240,1008563,502,E,37TH,ST,,37TH ST,INDIANAPOLIS,46205,502 E 37TH ST,Abandoned,7986.11200257566,385.025515890302
352244,1050935,918,E,17TH,ST,,17TH ST,INDIANAPOLIS,46202,918 E 17TH ST,Vacant,4320.87919726773,312.031712354333
352277,1050628,4012,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,4012 E 30TH ST,Vacant,5200.31013081728,340.00874892202
352313,1056419,250,N,ARSENAL,AVE,,ARSENAL AVE,INDIANAPOLIS,46201,252 N ARSENAL AVE,Abandoned,5129.8370299773,346.019290661619
352320,1014162,625,E,38TH,ST,,38TH ST,INDIANAPOLIS,46205,625 E 38TH ST,Abandoned,9840.92720997949,404.035775948911
352349,1064491,2328,,CHURCHMAN,AVE,,CHURCHMAN AVE,INDIANAPOLIS,46203,2328 CHURCHMAN AVE,Abandoned,8641.17771790515,375.088812259039
352454,1043723,3913,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,3913 E 30TH ST,Abandoned,3131.87393161808,238.606003921984
352460,1033771,3906,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,3906 E 30TH ST,Abandoned,5199.2462855474,339.978630467711
352461,1076119,3936,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,3936 E 30TH ST,Abandoned,5200.28237521654,340.008424040136
352500,1056631,3532,E,NEW YORK,ST,,NEW YORK ST,INDIANAPOLIS,46201,3532 E NEW YORK ST,Abandoned,4805.71471862079,280.201569235766
352509,1085366,402,N,KEALING,AVE,,KEALING AVE,INDIANAPOLIS,46201,402 N KEALING AVE,Abandoned,5098.82984030604,324.955061769578
352510,1042510,3728,,ROBSON,ST,,ROBSON ST,INDIANAPOLIS,46201,3728 ROBSON ST,Abandoned,2707.68108793602,210.259676976362
352625,1096037,1244,S,DEQUINCY,ST,,DEQUINCY ST,INDIANAPOLIS,46203,1244 S DEQUINCY ST,Vacant,10607.7597237472,435.561058888598
352642,1098933,3836,,ALODA,ST,,ALODA ST,INDIANAPOLIS,46203,3836 ALODA ST,Vacant,11376.9469776283,465.074018427015
352825,1067485,2615,,STATION,ST,,STATION ST,INDIANAPOLIS,46218,2615 STATION ST,Abandoned,17112.7800349566,555.005554798087
352833,1053591,2701,,WHEELER,ST,,WHEELER ST,INDIANAPOLIS,46218,2701 WHEELER ST,Abandoned,15247.8943236417,496.741653284828
352874,1039034,3718,,KINNEAR,AVE,,KINNEAR AVE,INDIANAPOLIS,46218,3718 KINNEAR AVE,Abandoned,5607.89869503088,360.04298842552
352947,1082227,3438,,CAROLINE,AVE,,CAROLINE AVE,INDIANAPOLIS,46218,3438 CAROLINE AVE,Abandoned,5825.25803414814,363.234133479751
352969,1074344,50,S,OXFORD,ST,,OXFORD ST,INDIANAPOLIS,46201,50 S OXFORD ST,Vacant,6003.2723095963,380.167609014477
352975,1058966,2951,N,GLADSTONE,AVE,,GLADSTONE AVE,INDIANAPOLIS,46218,2951 N GLADSTONE AVE,Abandoned,6394.67808365298,399.732208981716
352980,1010747,2961,N,GLADSTONE,AVE,,GLADSTONE AVE,INDIANAPOLIS,46218,2961 N GLADSTONE AVE,Abandoned,6394.466994096,399.752355280408
352998,1021440,2910,N,GLADSTONE,AVE,,GLADSTONE AVE,INDIANAPOLIS,46218,2910 N GLADSTONE AVE,Abandoned,6391.48667862435,399.573422573127
353024,1026723,3719,,HILLSIDE,AVE,,HILLSIDE AVE,INDIANAPOLIS,46218,3719 HILLSIDE AVE,Vacant,6720.23487074818,416.012310496164
353031,1086064,3707,,HILLSIDE,AVE,,HILLSIDE AVE,INDIANAPOLIS,46218,3707 HILLSIDE AVE,Abandoned,6719.65986780617,416.002150076881
353034,1015577,3523,N,KEYSTONE,AVE,,KEYSTONE AVE,INDIANAPOLIS,46218,3523 N KEYSTONE AVE,Abandoned,9999.91782952192,499.998430458781
353041,1035290,3437,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46218,3437 N TACOMA AVE,Abandoned,10000.1532935336,499.99912768787
353045,1073375,2302,E,37TH,ST,,37TH ST,INDIANAPOLIS,46218,2302 E 37TH ST,Abandoned,8972.93658837914,445.286692716051
353047,1040709,2934,N,GLADSTONE,AVE,,GLADSTONE AVE,INDIANAPOLIS,46218,2934 N GLADSTONE AVE,Abandoned,6391.46083210312,399.573097671025
353052,1047103,3542,N,KEYSTONE,AVE,,KEYSTONE AVE,INDIANAPOLIS,46218,3542 N KEYSTONE AVE,Abandoned,5599.4146708566,359.974807020816
353054,1031719,3734,,HILLSIDE,AVE,,HILLSIDE AVE,INDIANAPOLIS,46218,3734 HILLSIDE AVE,Abandoned,6719.81013672265,415.991891068844
353073,1014519,3438,,BIRCHWOOD,AVE,,BIRCHWOOD AVE,INDIANAPOLIS,46205,3438 BIRCHWOOD AVE,Abandoned,6751.22140445033,370.050777109887
353086,1053657,1131,,FAIRFIELD,AVE,,FAIRFIELD AVE,INDIANAPOLIS,46205,1131 FAIRFIELD AVE,Abandoned,5602.90052497516,347.213218645891
353099,1042325,2968,,FOREST MANOR,AVE,,FOREST MANOR AVE,INDIANAPOLIS,46218,2968 FOREST MANOR AVE,Vacant,5698.55665541946,413.629884575902
353181,1042577,3444,N,RURAL,ST,,RURAL ST,INDIANAPOLIS,46218,3444 N RURAL ST,Abandoned,9999.68046046715,499.988958294025
353211,1040792,3415,,BROUSE,AVE,,BROUSE AVE,INDIANAPOLIS,46218,3415 BROUSE AVE,Abandoned,6002.33741142097,354.840806720627
353215,1095815,3746,,BALTIMORE,AVE,,BALTIMORE AVE,INDIANAPOLIS,46218,3746 BALTIMORE AVE,Abandoned,6795.14701465276,378.741977203103
353218,1018696,3706,,BALTIMORE,AVE,,BALTIMORE AVE,INDIANAPOLIS,46218,3706 BALTIMORE AVE,Vacant,5585.86839480337,359.043323349057
353223,1067580,3741,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46218,3741 N TACOMA AVE,Abandoned,9999.95003178391,500.002138202313
353227,1015285,3701,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46218,3701 N TACOMA AVE,Abandoned,9999.92108919769,500.002540759341
353233,1049512,3428,N,TEMPLE,AVE,,TEMPLE AVE,INDIANAPOLIS,46218,3428 N TEMPLE AVE,Abandoned,9999.92720861775,499.998784074136
353242,1089625,3701,N,OXFORD,ST,,OXFORD ST,INDIANAPOLIS,46218,3701 N OXFORD ST,Abandoned,5999.69414734987,339.990107424372
