OBJECTID,PARCEL_I,STNUMBER,PRE_DIR,STREET_NAME,SUFFIX,SUF_DIR,FULL_STNAME,CITY,ZIPCODE,ADDRESS,STATUS,SHAPEAREA,SHAPELEN
464529,1011259,2019,,ADAMS,ST,,ADAMS ST,INDIANAPOLIS,46218,2019 ADAMS ST,Abandoned,5399.72695349672,349.989623366514
464538,1019441,2406,,STUART,ST,,STUART ST,INDIANAPOLIS,46218,2406 STUART ST,Abandoned,9600.80144104796,440.052676432089
464580,1059553,1213,,MADEIRA,ST,,MADEIRA ST,INDIANAPOLIS,46203,1213 MADEIRA ST,Abandoned,4200.41384206003,340.021580244006
464591,1006629,2909,,STATION,ST,,STATION ST,INDIANAPOLIS,46218,2909 STATION ST,Abandoned,6937.45082255846,444.999648787376
464600,1018058,1955,,RALSTON,AVE,,RALSTON AVE,INDIANAPOLIS,46218,1955 RALSTON AVE,Abandoned,8417.46101182209,380.519194076413
464644,1042469,3645,,GRACELAND,AVE,,GRACELAND AVE,INDIANAPOLIS,46208,3645 GRACELAND AVE,Abandoned,5197.40160490517,339.959762745879
464692,1003643,260,S,RURAL,ST,,RURAL ST,INDIANAPOLIS,46201,260 S RURAL ST,Abandoned,4084.78973839724,275.99101914147
464777,1020033,1917,,YANDES,ST,,YANDES ST,INDIANAPOLIS,46202,1917 YANDES ST,Abandoned,5599.94879785084,360.001131073313
464812,1092463,3222,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46218,3222 N TACOMA AVE,Abandoned,7960.08790864825,417.027646670898
464835,1037726,2340,,GUILFORD,AVE,,GUILFORD AVE,INDIANAPOLIS,46205,2340 GUILFORD AVE,Vacant,5600.16812176636,360.021092220329
464877,1045805,525,,LYNN,ST,,LYNN ST,INDIANAPOLIS,46222,525 LYNN ST,Abandoned,4199.98309318542,309.999483433161
464921,1027881,337,N,TEMPLE,AVE,,TEMPLE AVE,INDIANAPOLIS,46201,337 N TEMPLE AVE,Vacant,4375.20482898951,320.020843565376
464927,1082381,311,W,32ND,ST,,32ND ST,INDIANAPOLIS,46208,311 W 32ND ST,Abandoned,6646.8404952716,356.349550139554
464937,1009603,39,,WOODLAND,DR,,WOODLAND DR,INDIANAPOLIS,46201,39 WOODLAND DR,Vacant,3774.75919893873,258.822168213236
464940,1036491,541,,TROWBRIDGE,ST,,TROWBRIDGE ST,INDIANAPOLIS,46201,541 TROWBRIDGE ST,Abandoned,5359.39369188737,347.997612882504
464949,1028921,721,N,SHERMAN,DR,,SHERMAN DR,INDIANAPOLIS,46201,721 N SHERMAN DR,Abandoned,5400.70878633166,350.03728237259
464969,1050990,853,N,TACOMA,AVE,,TACOMA AVE,INDIANAPOLIS,46201,853 N TACOMA AVE,Abandoned,6519.90565719386,406.010596479207
465091,1060894,817,,VILLA,AVE,,VILLA AVE,INDIANAPOLIS,46203,817 VILLA AVE,Abandoned,4288.36472602771,315.051795075933
465233,1048172,19,,WOODLAND,DR,,WOODLAND DR,INDIANAPOLIS,46201,19 WOODLAND DR,Abandoned,3527.48144173829,253.010482120914
465359,1064148,1529,S,ALABAMA,ST,,ALABAMA ST,INDIANAPOLIS,46225,1529 S ALABAMA ST,Vacant,6478.28506993173,441.047555415212
465389,1039234,1801,S,DELAWARE,ST,,DELAWARE ST,INDIANAPOLIS,46225,1801 S DELAWARE ST,Abandoned,3500.0544776392,270.006593132229
465468,1008218,1321,,SPRUCE,ST,,SPRUCE ST,INDIANAPOLIS,46203,1321 SPRUCE ST,Vacant,3384.36293840121,296.401932331256
465473,1064473,275,N,ELDER,AVE,,ELDER AVE,INDIANAPOLIS,46222,275 N ELDER AVE,Abandoned,4199.79171533727,309.989188621685
465529,1073352,1941,,KILDARE,AVE,,KILDARE AVE,INDIANAPOLIS,46218,1941 KILDARE AVE,Abandoned,18478.786614707,543.989763965348
465583,1016491,2307,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46218,2307 N LASALLE ST,Abandoned,6400.84127082832,400.052580515938
465588,1043998,2755,N,GALE,ST,,GALE ST,INDIANAPOLIS,46218,2755 N GALE ST,Abandoned,6937.63401378583,445.004778874557
465620,1067940,31,S,SHERMAN,DR,,SHERMAN DR,INDIANAPOLIS,46201,31 S SHERMAN DR,Abandoned,4638.09032356817,335.091823344118
465643,1029361,3242,N,CAPITOL,AVE,,CAPITOL AVE,INDIANAPOLIS,46208,3242 N CAPITOL AVE,Abandoned,5279.96139368804,343.999174493987
465666,1034049,1234,,HARLAN,ST,,HARLAN ST,INDIANAPOLIS,46203,1234 HARLAN ST,Vacant,4128.6885122332,286.677647715938
465712,1073817,3339,,BROADWAY,ST,,BROADWAY ST,INDIANAPOLIS,46205,3339 BROADWAY ST,Vacant,6393.76206939126,355.762490343496
465744,1004168,3239,,BOULEVARD,PL,,BOULEVARD PL,INDIANAPOLIS,46208,3239 BOULEVARD PL,Abandoned,5300.38309879073,345.019246898443
465759,1014392,1117,W,35TH,ST,,35TH ST,INDIANAPOLIS,46208,1117 W 35TH ST,Abandoned,5250.31153344969,370.021923013355
465760,1052627,1321,W,26TH,ST,,26TH ST,INDIANAPOLIS,46208,1321 W 26TH ST,Abandoned,4485.15141149521,329.004096178598
465771,1046061,1463,,CONGRESS,AVE,,CONGRESS AVE,INDIANAPOLIS,46208,1463 CONGRESS AVE,Abandoned,7006.56377501631,392.266365256503
465803,1030524,2627,,SHRIVER,AVE,,SHRIVER AVE,INDIANAPOLIS,46208,2627 SHRIVER AVE,Abandoned,5431.07517187134,351.559726355419
465808,1035233,2908,,WINTHROP,AVE,,WINTHROP AVE,INDIANAPOLIS,46205,2908 WINTHROP AVE,Abandoned,5436.09790518002,351.801863230184
465855,1042101,1231,W,26TH,ST,,26TH ST,INDIANAPOLIS,46208,1231 W 26TH ST,Vacant,4620.69941927366,334.063715541462
465858,1070717,2138,,GENT,AVE,,GENT AVE,INDIANAPOLIS,46202,2138 GENT AVE,Abandoned,4724.93356995598,339.992870755436
465905,1060868,1109,N,RURAL,ST,,RURAL ST,INDIANAPOLIS,46201,1109 N RURAL ST,Abandoned,6079.95263835166,384.000410245112
466014,1078064,2701,,ETHEL,AVE,,ETHEL AVE,INDIANAPOLIS,46208,2701 ETHEL AVE,Abandoned,4619.9626668357,333.999695150817
466043,1033684,2830,E,19TH,ST,,19TH ST,INDIANAPOLIS,46218,2830 E 19TH ST,Abandoned,3827.55490422905,284.671751958691
466049,1072141,2278,,INDIANAPOLIS,AVE,,INDIANAPOLIS AVE,INDIANAPOLIS,46208,2278 INDIANAPOLIS AVE,Abandoned,5481.34255235721,354.070673574564
466061,1078033,2510,,BALTIMORE,AVE,,BALTIMORE AVE,INDIANAPOLIS,46218,2510 BALTIMORE AVE,Abandoned,8645.4403790187,392.631714113002
466133,1036645,556,,LEEDS,AVE,,LEEDS AVE,INDIANAPOLIS,46203,556 LEEDS AVE,Abandoned,5359.35229771321,347.996295825225
466141,1069226,2022,E,MARYLAND,ST,,MARYLAND ST,INDIANAPOLIS,46201,2022 E MARYLAND ST,Abandoned,4417.54875890218,300.979880057344
466158,1041013,2189,N,HARDING,ST,,HARDING ST,INDIANAPOLIS,46208,2189 N HARDING ST,Abandoned,4724.90999853958,339.9927810424
466169,1013837,1947,,TALLMAN,AVE,,TALLMAN AVE,INDIANAPOLIS,46218,1947 TALLMAN AVE,Abandoned,4899.87342020232,349.996140899903
466170,1011733,1999,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46218,1999 N LASALLE ST,Abandoned,5399.93551984174,350.000418699024
466180,1059925,1530,E,MARKET,ST,,MARKET ST,INDIANAPOLIS,46201,1530 E MARKET ST,Vacant,3852.00474563483,286.00110603613
466208,1060674,653,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,653 W 30TH ST,Abandoned,5129.98686317243,336.499957982228
466252,1012298,2831,E,17TH,ST,,17TH ST,INDIANAPOLIS,46218,2831 E 17TH ST,Abandoned,4825.13187353119,333.321805627763
466259,1079940,1149,W,31ST,ST,,31ST ST,INDIANAPOLIS,46208,1149 W 31ST ST,Abandoned,5799.94941674464,370.001017028724
466289,1043581,49,N,EWING,ST,,EWING ST,INDIANAPOLIS,46201,49 N EWING ST,Vacant,4946.87061496816,336.376448771755
466348,1049391,3365,N,COLORADO,AVE,,COLORADO AVE,INDIANAPOLIS,46218,3365 N COLORADO AVE,Abandoned,8750.57472554472,450.021662784727
466354,1053033,611,N,SHERMAN,DR,,SHERMAN DR,INDIANAPOLIS,46201,611 N SHERMAN DR,Abandoned,7738.62093437128,390.558495573665
466419,1064759,2722,,COLUMBIA,AVE,,COLUMBIA AVE,INDIANAPOLIS,46205,2722 COLUMBIA AVE,Vacant,5755.5834888048,362.2311496976
466442,1094953,2956,,WALLACE,AVE,,WALLACE AVE,INDIANAPOLIS,46218,2956 WALLACE AVE,Abandoned,5224.73594323465,299.990594076159
466470,1013021,238,,HENDRICKS,PL,,HENDRICKS PL,INDIANAPOLIS,46201,238 HENDRICKS PL,Abandoned,4506.02899253684,290.269843671637
466521,1061877,4015,E,31ST,ST,,31ST ST,INDIANAPOLIS,46218,4015 E 31ST ST,Abandoned,4495.34929851086,306.607658111661
466535,1009625,635,E,MINNESOTA,ST,,MINNESOTA ST,INDIANAPOLIS,46203,635 E MINNESOTA ST,Abandoned,5457.01182466113,360.012953966328
466541,1006534,414,,PARKWAY,AVE,,PARKWAY AVE,INDIANAPOLIS,46225,414 PARKWAY AVE,Abandoned,3288.94670259171,279.266856138721
466599,1022258,3540,N,CAPITOL,AVE,,CAPITOL AVE,INDIANAPOLIS,46208,3540 N CAPITOL AVE,Abandoned,5279.98372489164,343.999502875206
466626,1006494,1601,E,VERMONT,ST,,VERMONT ST,INDIANAPOLIS,46201,1601 E VERMONT ST,Vacant,3200.5171355571,240.032660188146
466643,1039560,1230,,CRUFT,ST,,CRUFT ST,INDIANAPOLIS,46203,1230 CRUFT ST,Vacant,4760.0567121349,342.003329730214
466647,1027666,3210,E,34TH,ST,,34TH ST,INDIANAPOLIS,46218,3210 E 34TH ST,Abandoned,14588.4916994409,606.235133605539
466654,1002869,1843,N,HARDING,ST,,HARDING ST,INDIANAPOLIS,46202,1843 N HARDING ST,Abandoned,5599.99854909162,360.004057037576
466695,1076796,2511,,SCHOFIELD,AVE,,SCHOFIELD AVE,INDIANAPOLIS,46218,2511 SCHOFIELD AVE,Abandoned,5339.38422342201,341.601611979303
466701,1022232,1330,,LEXINGTON,AVE,,LEXINGTON AVE,INDIANAPOLIS,46203,1330 LEXINGTON AVE,Abandoned,3751.79193564939,310.119759111548
466730,1088303,3410,E,23RD,ST,,23RD ST,INDIANAPOLIS,46218,3410 E 23RD ST,Vacant,5880.78456552541,307.041483593472
466749,1066824,330,S,TEMPLE,AVE,,TEMPLE AVE,INDIANAPOLIS,46201,330 S TEMPLE AVE,Abandoned,6839.19471132976,387.16886652626
466754,1018112,3430,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,3430 N KENWOOD AVE,Abandoned,5412.19259770601,346.010008528755
466795,1002014,1337,W,26TH,ST,,26TH ST,INDIANAPOLIS,46208,1337 W 26TH ST,Abandoned,4653.53163982436,331.594713118995
466806,1052951,3613,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,3613 E 30TH ST,Abandoned,4017.80543467862,291.182732734784
466844,1068204,2260,,ADAMS,ST,,ADAMS ST,INDIANAPOLIS,46218,2260 ADAMS ST,Abandoned,6401.58810066799,400.061327229425
466845,1077207,1215,W,29TH,ST,,29TH ST,INDIANAPOLIS,46208,1215 W 29TH ST,Abandoned,3749.98875272972,310.000391977396
466878,1080428,2215,S,DELAWARE,ST,,DELAWARE ST,INDIANAPOLIS,46225,2215 S DELAWARE ST,Abandoned,5274.46424534729,351.00053927289
466885,1011997,2709,N,OLNEY,ST,,OLNEY ST,INDIANAPOLIS,46218,2709 N OLNEY ST,Abandoned,6121.77319448121,401.493870563197
466939,1025294,3342,,RADER,ST,,RADER ST,INDIANAPOLIS,46208,3342 RADER ST,Abandoned,4198.3731704452,309.911595627718
466942,1033461,319,S,RANDOLPH,ST,,RANDOLPH ST,INDIANAPOLIS,46201,319 S RANDOLPH ST,Abandoned,4439.97523623837,302.001901873863
466947,1019865,2361,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,INDIANAPOLIS,46201,2361 SOUTHEASTERN AVE,Abandoned,5623.92350891174,368.95715110163
466954,1053945,2809,,DRAPER,ST,,DRAPER ST,INDIANAPOLIS,46203,2809 DRAPER ST,Vacant,7153.72783689072,389.991877983889
466988,1060196,1860,,APPLEGATE,ST,,APPLEGATE ST,INDIANAPOLIS,46203,1860 APPLEGATE ST,Abandoned,5113.99203548853,347.23404804687
467004,1005854,124,N,GRANT,AVE,,GRANT AVE,INDIANAPOLIS,46201,124 N GRANT AVE,Abandoned,5419.43073894671,350.998445140099
467142,1049321,836,,EASTERN,AVE,,EASTERN AVE,INDIANAPOLIS,46201,836 EASTERN AVE,Vacant,3431.22338054646,251.562332588255
467154,1058405,3317,,BOULEVARD,PL,,BOULEVARD PL,INDIANAPOLIS,46208,3317 BOULEVARD PL,Abandoned,4669.542023557,336.83034118841
467164,1059876,1712,E,MARYLAND,ST,,MARYLAND ST,INDIANAPOLIS,46201,1712 E MARYLAND ST,Abandoned,4404.13142725252,297.820033482885
467181,1091784,3142,N,TEMPLE,AVE,,TEMPLE AVE,INDIANAPOLIS,46218,3142 N TEMPLE AVE,Abandoned,6999.19094049812,379.992060462238
467182,1004093,424,,EASTERN,AVE,,EASTERN AVE,INDIANAPOLIS,46201,422 EASTERN AVE,Abandoned,4375.05208971166,320.011698792375
467238,1039586,814,S,STATE,AVE,,STATE AVE,INDIANAPOLIS,46203,814 S STATE AVE,Abandoned,3427.46133011225,282.311934807927
467259,1076165,1621,,HOEFGEN,ST,,HOEFGEN ST,INDIANAPOLIS,46203,1621 HOEFGEN ST,Abandoned,5190.06440067162,339.502780002125
467282,1063353,2939,,HIGHLAND,PL,,HIGHLAND PL,INDIANAPOLIS,46208,2939 HIGHLAND PL,Abandoned,4049.9838000162,329.999666597547
467292,1027724,2017,,CALHOUN,ST,,CALHOUN ST,INDIANAPOLIS,46203,2017 CALHOUN ST,Vacant,6975.72087984979,428.791634748056
467294,1012207,1348,W,33RD,ST,,33RD ST,INDIANAPOLIS,46208,1348 W 33RD ST,Abandoned,6194.9362711322,423.999389988792
467336,1019868,551,E,36TH,ST,,36TH ST,INDIANAPOLIS,46205,551 E 36TH ST,Vacant,5550.68458213989,322.030442505384
467356,1088323,2021,,ADAMS,ST,,ADAMS ST,INDIANAPOLIS,46218,2021 ADAMS ST,Abandoned,5399.73669183662,349.990277647599
467357,1047120,1015,S,STATE,AVE,,STATE AVE,INDIANAPOLIS,46203,1015 S STATE AVE,Vacant,6426.12046159449,419.087135605542
467381,1017487,2722,,BOULEVARD,PL,,BOULEVARD PL,INDIANAPOLIS,46208,2722 BOULEVARD PL,Abandoned,7199.60181493945,439.983449458458
467437,1031528,3555,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,3555 N KENWOOD AVE,Abandoned,2429.70723163138,217.109028092883
467484,1017262,1229,,CONGRESS,AVE,,CONGRESS AVE,INDIANAPOLIS,46208,1229 CONGRESS AVE,Abandoned,5719.93178648855,365.999242407691
467584,1025011,2411,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46218,2411 N LASALLE ST,Abandoned,6401.22688460049,400.041643735913
467598,1019766,1205,,SPRUCE,ST,,SPRUCE ST,INDIANAPOLIS,46203,1205 SPRUCE ST,Abandoned,6538.62586482455,435.27374395478
467613,1039069,1733,,LAMBERT,ST,,LAMBERT ST,INDIANAPOLIS,46221,1733 LAMBERT ST,Abandoned,5095.86643680751,352.884515035245
467617,1079898,1041,,ST PETER,ST,,ST PETER ST,INDIANAPOLIS,46203,1041 ST PETER ST,Abandoned,11198.6032998528,439.980759794893
467652,1056456,27,N,LINWOOD,AVE,,LINWOOD AVE,INDIANAPOLIS,46201,27 N LINWOOD AVE,Abandoned,5440.09806393142,352.008337444492
467690,1073569,1205,S,RANDOLPH,ST,,RANDOLPH ST,INDIANAPOLIS,46203,1205 S RANDOLPH ST,Abandoned,4865.77089135022,348.048407270553
467727,1033997,2430,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46218,2430 N LASALLE ST,Abandoned,6401.7763266405,400.071546712958
467734,1076602,837,N,TEMPLE,AVE,,TEMPLE AVE,INDIANAPOLIS,46201,837 N TEMPLE AVE,Abandoned,7004.49145472519,411.8007011977
467735,1012005,2750,,CARROLLTON,AVE,,CARROLLTON AVE,INDIANAPOLIS,46205,2750 CARROLLTON AVE,Abandoned,7357.57411332062,404.94798770489
467755,1054873,915,,JEFFERSON,AVE,,JEFFERSON AVE,INDIANAPOLIS,46201,915 JEFFERSON AVE,Vacant,5200.53941367815,340.02879704052
467762,1091031,1544,,RINGGOLD,AVE,,RINGGOLD AVE,INDIANAPOLIS,46203,1544 RINGGOLD AVE,Vacant,2812.1218723648,334.08916934504
467763,1039477,2135,,DEXTER,ST,,DEXTER ST,INDIANAPOLIS,46202,2135 DEXTER ST,Abandoned,4725.62325840646,340.033229101717
467818,1082658,3925,E,30TH,ST,,30TH ST,INDIANAPOLIS,46218,3925 E 30TH ST,Abandoned,4000.23161261279,280.007472660868
467841,1092393,2221,E,34TH,ST,,34TH ST,INDIANAPOLIS,46218,2221 E 34TH ST,Abandoned,6919.02467027542,395.133670820783
467869,1025558,1430,,ORANGE,ST,,ORANGE ST,INDIANAPOLIS,46203,1430 ORANGE ST,Abandoned,3601.07106058306,300.024212691591
467901,1011612,244,S,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46201,244 S LASALLE ST,Vacant,5112.92344367607,335.651646218529
467942,1005686,3708,N,OLNEY,ST,,OLNEY ST,INDIANAPOLIS,46218,3708 N OLNEY ST,Vacant,8316.74779389477,416.011634925868
468014,1049185,3309,,BOULEVARD,PL,,BOULEVARD PL,INDIANAPOLIS,46208,3309 BOULEVARD PL,Abandoned,9591.03004655086,410.419332130872
468099,1082189,2846,,TINDALL,ST,,TINDALL ST,INDIANAPOLIS,46203,2846 TINDALL ST,Abandoned,11414.1042963968,445.351222720381
468164,1020320,1421,,UNION,ST,,UNION ST,INDIANAPOLIS,46225,1421 UNION ST,Abandoned,6391.13262257378,374.024918975291
468167,1098074,3634,,KINNEAR,AVE,,KINNEAR AVE,INDIANAPOLIS,46218,3634 KINNEAR AVE,Abandoned,7578.85122131933,397.5542436115
468182,1081724,3854,,SPANN,AVE,,SPANN AVE,INDIANAPOLIS,46203,3854 SPANN AVE,Abandoned,5060.41017053269,333.011923998466
468195,1042300,1911,E,MARYLAND,ST,,MARYLAND ST,INDIANAPOLIS,46201,1911 E MARYLAND ST,Vacant,8574.21594845048,376.041017678045
468199,1082376,3705,N,DENNY,ST,,DENNY ST,INDIANAPOLIS,46218,3705 N DENNY ST,Abandoned,17610.7451212397,535.049677490036
468232,1076758,620,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46201,620 N LASALLE ST,Abandoned,4264.95291350941,308.958787010562
468233,1030477,1333,N,OAKLAND,AVE,,OAKLAND AVE,INDIANAPOLIS,46201,1333 N OAKLAND AVE,Abandoned,6132.01089343633,386.600062409234
468244,1032844,859,N,PARKER,AVE,,PARKER AVE,INDIANAPOLIS,46201,859 N PARKER AVE,Vacant,4829.74247240546,340.319765806834
468246,1057067,926,N,TUXEDO,ST,,TUXEDO ST,INDIANAPOLIS,46201,926 N TUXEDO ST,Abandoned,6800.01676208338,420.000925330386
468254,1041260,450,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,450 N DEARBORN ST,Abandoned,2979.65994222376,222.314702720835
468255,1078829,609,N,DEARBORN,ST,,DEARBORN ST,INDIANAPOLIS,46201,609 N DEARBORN ST,Abandoned,4265.61600428218,309.018933865523
468260,1019725,2009,,WILCOX,ST,,WILCOX ST,INDIANAPOLIS,46222,2009 WILCOX ST,Abandoned,3993.55872321901,318.399008440587
468266,1050575,802,N,TUXEDO,ST,,TUXEDO ST,INDIANAPOLIS,46201,802 N TUXEDO ST,Abandoned,2970.92128402055,246.026574644769
468280,1036161,3614,E,VERMONT,ST,,VERMONT ST,INDIANAPOLIS,46201,3614 E VERMONT ST,Abandoned,5400.25541514466,350.020980692743
468282,1056310,959,N,EWING,ST,,EWING ST,INDIANAPOLIS,46201,959 N EWING ST,Abandoned,4437.86106936775,314.152382452995
468284,1038264,2917,E,MICHIGAN,ST,,MICHIGAN ST,INDIANAPOLIS,46201,2917 E MICHIGAN ST,Abandoned,4550.86006114536,330.030168739611
468286,1034799,952,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46201,952 N LASALLE ST,Abandoned,4560.61144168423,273.962386181081
468528,1032030,1134,N,LASALLE,ST,,LASALLE ST,INDIANAPOLIS,46201,1134 N LASALLE ST,Abandoned,6049.62537527193,382.48095812858
468540,1054460,1221,S,REISNER,ST,,REISNER ST,INDIANAPOLIS,46221,1221 S REISNER ST,Abandoned,5252.45564335417,342.629519726183
468557,1048566,1416,N,KEALING,AVE,,KEALING AVE,INDIANAPOLIS,46201,1416 N KEALING AVE,Abandoned,4799.77085336966,319.989063256561
468575,1068557,1211,N,EWING,ST,,EWING ST,INDIANAPOLIS,46201,1211 N EWING ST,Abandoned,4799.99243231539,319.999695734499
468683,1047803,2099,,MONTCALM,ST,,MONTCALM ST,INDIANAPOLIS,46202,2069 MONTCALM ST,Vacant,249913.064841555,2096.91751752215
468743,1091268,625,,MARION,AVE,,MARION AVE,INDIANAPOLIS,46221,625 MARION AVE,Vacant,4292.11168578898,286.37757085455
468813,1052964,2728,,GUILFORD,AVE,,GUILFORD AVE,INDIANAPOLIS,46205,2726 GUILFORD AVE,Vacant,5599.97845225161,360.009078846535
468889,1058355,2407,,HOVEY,ST,,HOVEY ST,INDIANAPOLIS,46218,2407 HOVEY ST,Abandoned,4951.61520741472,323.861829748979
468894,1037603,2358,,HOVEY,ST,,HOVEY ST,INDIANAPOLIS,46218,2358 HOVEY ST,Abandoned,14814.9159122843,486.885935139906
468901,1029423,442,S,GRAY,ST,,GRAY ST,INDIANAPOLIS,46201,442 S GRAY ST,Abandoned,5280.15275216123,344.017445675521
468906,1025272,234,S,OXFORD,ST,,OXFORD ST,INDIANAPOLIS,46201,234 S OXFORD ST,Abandoned,15840.6539540333,504.018543830221
468930,1059659,2869,,STUART,ST,,STUART ST,INDIANAPOLIS,46218,2869 STUART ST,Abandoned,9398.55554228362,408.53582460471
468985,1021802,3167,,BOULEVARD,PL,,BOULEVARD PL,INDIANAPOLIS,46208,3167 BOULEVARD PL,Abandoned,5300.73342995118,345.04147368608
469102,1045157,2821,,HIGHLAND,PL,,HIGHLAND PL,INDIANAPOLIS,46208,2821 HIGHLAND PL,Abandoned,4827.91166046814,341.318699006093
469730,8017363,3917,,CARROLLTON,AVE,,CARROLLTON AVE,INDIANAPOLIS,46205,3917 CARROLLTON AVE,Abandoned,7982.33986833522,400.278678805138
469738,4010456,6041,E,40TH,ST,,40TH ST,INDIANAPOLIS,46226,6041 E 40TH ST,Abandoned,7350.44943960298,350.003259061317
469760,4001908,3818,N,HAWTHORNE,LN,,HAWTHORNE LN,INDIANAPOLIS,46226,3818 N HAWTHORNE LN,Abandoned,10082.7387311055,516.064513195323
469765,8001768,3905,,ARTHINGTON,BLVD,,ARTHINGTON BLVD,INDIANAPOLIS,46226,3905 ARTHINGTON BLVD,Abandoned,18085.2480515357,580.857281646634
469839,8014442,3929,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,3929 N KENWOOD AVE,Abandoned,5278.00067834038,343.969935706153
469864,8023484,3835,N,KENWOOD,AVE,,KENWOOD AVE,INDIANAPOLIS,46208,3835 N KENWOOD AVE,Vacant,5280.04217672787,344.001047326831
469911,4014905,8615,,MONTERY,RD,,MONTERY RD,INDIANAPOLIS,46226,8615 MONTERY RD,Vacant,8709.99550413041,394.001670870411
469920,4010492,4136,N,SHERIDAN,AVE,,SHERIDAN AVE,INDIANAPOLIS,46226,4136 N SHERIDAN AVE,Abandoned,6964.13210101698,344.279262238872
469967,8015716,3950,,WINTHROP,AVE,,WINTHROP AVE,INDIANAPOLIS,46205,3950 WINTHROP AVE,Abandoned,8799.40980448548,429.981872827881
469974,4006826,4008,,CAMPBELL,AVE,,CAMPBELL AVE,INDIANAPOLIS,46226,4008 CAMPBELL AVE,Abandoned,8875.72609704009,416.094564386676
469983,2001921,3224,,COLLIER,ST,,COLLIER ST,INDIANAPOLIS,46221,3224 COLLIER ST,Abandoned,10400.4692524331,420.00163994387
470028,4002890,3838,N,GRAHAM,AVE,,GRAHAM AVE,INDIANAPOLIS,46226,3838 N GRAHAM AVE,Abandoned,16341.0960574248,526.790991101053
470105,4028864,9311,,PINETREE,CT,,PINETREE CT,INDIANAPOLIS,46235,9311 PINETREE CT,Abandoned,8105.97952618562,391.545112092454
470167,8017797,4140,,GRACELAND,AVE,,GRACELAND AVE,INDIANAPOLIS,46208,4140 GRACELAND AVE,Abandoned,5200.01938740397,340.000605081946
470250,4015708,3902,,DELLA,CT,,DELLA CT,INDIANAPOLIS,46235,3902 DELLA CT,Abandoned,8364.14596801489,373.054812292377
470321,4010881,5321,,STAUGHTON,DR,,STAUGHTON DR,INDIANAPOLIS,46226,5321 STAUGHTON DR,Abandoned,23118.1446651859,630.882573250701
470334,8017924,4206,,CARROLLTON,AVE,,CARROLLTON AVE,INDIANAPOLIS,46205,4206 CARROLLTON AVE,Abandoned,1600.27027488361,160.015993506503
470375,8008953,4449,,OLD ALLISONVILLE,RD,,OLD ALLISONVILLE RD,INDIANAPOLIS,46205,4449 OLD ALLISONVILLE RD,Abandoned,31456.0830986473,874.506857169956
470399,4015861,4143,,RICHELIEU,RD,,RICHELIEU RD,INDIANAPOLIS,46226,4143 RICHELIEU RD,Abandoned,8580.21980471705,376.004774467774
470543,8011651,409,,BERKLEY,RD,,BERKLEY RD,INDIANAPOLIS,46208,409 BERKLEY RD,Abandoned,7000.01523579223,380.000632487707
470626,8020002,319,W,46TH,ST,,46TH ST,INDIANAPOLIS,46208,319 W 46TH ST,Abandoned,7857.69359282271,414.30589359163
470778,6016467,4026,,PITTMAN,PL,,PITTMAN PL,INDIANAPOLIS,46254,4026 PITTMAN PL,Abandoned,18821.8221963567,602.582138596074
470816,4005185,8221,E,47TH,ST,,47TH ST,LAWRENCE,46226,8221 E 47TH ST,Abandoned,11426.5092905191,506.484315177469
471167,4012368,6059,,DICKSON,RD,,DICKSON RD,INDIANAPOLIS,46226,6059 DICKSON RD,Abandoned,20271.7276837431,583.04988383567
471328,6020377,6006,,SYCAMORE FORGE,DR,,SYCAMORE FORGE DR,INDIANAPOLIS,46254,6006 SYCAMORE FORGE DR,Abandoned,10019.0956594752,406.248331965256
471503,8046310,2064,,RIVIERA,ST,,RIVIERA ST,INDIANAPOLIS,46260,2064 RIVIERA ST,Abandoned,15109.1219298068,535.061067193535
471546,8000872,6305,,RUCKER,RD,,RUCKER RD,INDIANAPOLIS,46220,6305 RUCKER RD,Abandoned,128266.980304007,1697.00825119241
472174,8007744,2550,E,72ND,ST,,72ND ST,INDIANAPOLIS,46240,2550 E 72ND ST,Abandoned,7200.02441658904,396.000887519586
472543,8024167,1720,E,73RD,ST,,73RD ST,INDIANAPOLIS,46240,1720 E 73RD ST,Abandoned,7502.02076729131,400.045071222758
473352,1025243,317,W,30TH,ST,,30TH ST,INDIANAPOLIS,46208,317 W 30TH ST,Abandoned,9894.727799734,399.231026361418
