ZIPCODE,ADDRESS,STATUS
46226,4106 N PASADENA ST,Abandoned
46221,3337 S RYBOLT AVE,Abandoned
46208,348 W 43RD ST,Abandoned
46205,4558 GUILFORD AVE,Vacant
46205,4221 RALSTON AVE,Vacant
46205,2036 E 46TH ST,Vacant
46205,4229 CRITTENDEN AVE,Abandoned
46226,4315 N RITTER AVE,Abandoned
46205,2017 E 44TH ST,Abandoned
46226,4451 PRISCILLA AVE,Abandoned
46226,5839 WINSTON DR,Abandoned
46220,5342 BROADWAY ST,Vacant
46228,6199 COLONIAL AVE,Abandoned
46220,6328 N COLLEGE AVE,Abandoned
46220,6335 BREAMORE RD,Abandoned
46260,1941 W 64TH ST,Abandoned
46220,7103 RALSTON AVE,Abandoned
46225,306 E CAVEN ST,Abandoned
46201,2510 ENGLISH AVE,Vacant
46218,1914 KILDARE AVE,Abandoned
46221,3049 KENTUCKY AVE,Abandoned
46219,405 S SPENCER AVE,Abandoned
46219,5138 ENGLISH AVE,Abandoned
46219,6208 RALEIGH DR,Vacant
46219,6036 E 25TH ST,Abandoned
46219,6192 NIMITZ DR,Abandoned
46219,6132 E 24TH ST,Abandoned
46229,914 WOODLARK DR,Vacant
46219,6002 E 24TH ST,Abandoned
46235,3643 HORTH CT,Vacant
46218,2757 N BUTLER AVE,Abandoned
46235,10125 E 33RD ST,Abandoned
46219,8002 ROY RD,Abandoned
46218,3517 N LELAND AVE,Abandoned
46226,7824 RENFREW DR,Abandoned
46203,1046 ST PETER ST,Abandoned
46203,1048 ST PETER ST,Abandoned
46225,1323 S EAST ST,Abandoned
46208,1424 W 32ND ST,Abandoned
46201,533 N BRADLEY AVE,Abandoned
46208,853 W 28TH ST,Abandoned
46203,1656 NELSON AVE,Abandoned
46218,3754 HILLSIDE AVE,Abandoned
46208,2718 N HARDING ST,Vacant
46201,214 N OAKLAND AVE,Abandoned
46203,1626 NELSON AVE,Abandoned
46205,2425 N COLLEGE AVE,Abandoned
46208,2718 BOULEVARD PL,Abandoned
46205,3133 SUTHERLAND AVE,Abandoned
46205,2830 CENTRAL AVE,Abandoned
46201,714 N DENNY ST,Abandoned
46208,915 W 25TH ST,Abandoned
46201,2316 E NEW YORK ST,Abandoned
46201,718 N DEQUINCY ST,Abandoned
46203,1628 FLETCHER AVE,Abandoned
46201,224 N TEMPLE AVE,Abandoned
46201,238 PARKVIEW AVE,Abandoned
46203,1129 E KELLY ST,Abandoned
46205,3138 FALL CREEK PKWY NDR,Abandoned
46225,2053 S MERIDIAN ST,Abandoned
46201,25 S EWING ST,Vacant
46221,652 COFFEY ST,Vacant
46221,1330 KAPPES ST,Abandoned
46201,960 N RURAL ST,Vacant
46203,1814 NEW ST,Vacant
46222,1714 W MARKET ST,Vacant
46222,918 N ELDER AVE,Abandoned
46203,1006 PALMER ST,Abandoned
46222,339 LYNN ST,Abandoned
46201,401 WALLACE AVE,Abandoned
46218,2914 BALTIMORE AVE,Abandoned
46218,2023 N OXFORD ST,Abandoned
46218,1721 INGRAM ST,Abandoned
46218,2439 N LASALLE ST,Abandoned
46218,3706 HILLSIDE AVE,Abandoned
46203,1603 NELSON AVE,Vacant
46218,2514 E 17TH ST,Abandoned
46201,21 S EUCLID AVE,Abandoned
46218,1735 KILDARE AVE,Abandoned
46218,1926 HOUSTON ST,Abandoned
46201,46 N DENNY ST,Abandoned
46208,2710 N HARDING ST,Vacant
46208,1321 EDGEMONT AVE,Abandoned
46205,915 E 38TH ST,Abandoned
46205,3068 WASHINGTON BLVD,Abandoned
46208,2709 SHRIVER AVE,Abandoned
46208,3730 SALEM ST,Abandoned
46208,1322 W 25TH ST,Abandoned
46208,3629 N KENWOOD AVE,Abandoned
46205,824 E 23RD ST,Abandoned
46218,3430 CAROLINE AVE,Abandoned
46203,1417 SPANN AVE,Vacant
46225,360 ALBANY ST,Abandoned
46208,2623 INDIANAPOLIS AVE,Abandoned
46208,2646 BURTON AVE,Abandoned
46203,1849 APPLEGATE ST,Abandoned
46201,625 N TEMPLE AVE,Vacant
46203,1239 HARTFORD ST,Abandoned
46225,2280 S MERIDIAN ST,Abandoned
46201,38 N SHERMAN DR,Abandoned
46218,2540 E 18TH ST,Abandoned
46218,4346 E 21ST ST,Vacant
46203,1537 S RANDOLPH ST,Abandoned
46203,1148 LEXINGTON AVE,Abandoned
46218,1709 N TACOMA AVE,Abandoned
46208,835 EUGENE ST,Abandoned
46201,208 S SUMMIT ST,Abandoned
46201,518 N TACOMA AVE,Abandoned
46208,143 W 35TH ST,Abandoned
46205,3454 CARROLLTON AVE,Abandoned
46202,2121 N HARDING ST,Abandoned
46218,1931 N PARKER AVE,Abandoned
46201,718 N GLADSTONE AVE,Abandoned
46208,2512 N HARDING ST,Vacant
46201,1831 WOODRUFF PL CROSS DR,Vacant
46208,2866 HIGHLAND PL,Abandoned
46208,1210 W 31ST ST,Abandoned
46201,427 N LINWOOD AVE,Vacant
46218,3534 WALLACE AVE,Abandoned
46218,2101 E 38TH ST,Abandoned
46201,401 N COLORADO AVE,Abandoned
46208,1331 W 32ND ST,Abandoned
46208,937 W 29TH ST,Vacant
46218,2350 STATION ST,Vacant
46218,2902 STUART ST,Abandoned
46201,4005 E 12TH ST,Abandoned
46201,450 N ARSENAL AVE,Abandoned
46202,964 E GEORGIA ST,Abandoned
46218,2607 BROUSE AVE,Abandoned
46201,340 N TACOMA AVE,Abandoned
46205,3141 N NEW JERSEY ST,Abandoned
46208,2705 SHRIVER AVE,Abandoned
46208,1316 W 33RD ST,Abandoned
46208,455 W 28TH ST,Abandoned
46208,3310 N CAPITOL AVE,Abandoned
46218,1611 N ARSENAL AVE,Abandoned
46201,419 N SHERMAN DR,Abandoned
46218,3428 KINNEAR AVE,Abandoned
46202,1518 COLUMBIA AVE,Abandoned
46203,1015 HARLAN ST,Abandoned
46208,1253 W 26TH ST,Abandoned
46203,1553 CRUFT ST,Abandoned
46221,901 COFFEY ST,Vacant
46218,3531 N PARKER AVE,Vacant
46201,1714 SOUTHEASTERN AVE,Abandoned
46208,541 UDELL ST,Abandoned
46201,2367 SOUTHEASTERN AVE,Abandoned
46201,36 N LASALLE ST,Abandoned
46201,4108 E MICHIGAN ST,Abandoned
46205,2913 MCPHERSON ST,Abandoned
46225,1662 UNION ST,Abandoned
46218,1835 N RURAL ST,Abandoned
46225,2141 WEBB ST,Abandoned
46201,945 N DEARBORN ST,Abandoned
46201,547 N GRAY ST,Abandoned
46201,528 N DEARBORN ST,Abandoned
46201,907 N OXFORD ST,Abandoned
46201,849 N PARKER AVE,Vacant
46201,1219 N OAKLAND AVE,Abandoned
46218,5061 EMERSON CT SDR,Abandoned
46201,1368 N KEALING AVE,Abandoned
46201,1519 N TUXEDO ST,Abandoned
46201,1521 N KEALING AVE,Abandoned
46201,1125 N TUXEDO ST,Abandoned
46205,2802 N DELAWARE ST,Abandoned
46203,3843 BETHEL AVE,Abandoned
46225,145 WISCONSIN ST,Abandoned
46218,3406 E 20TH ST,Abandoned
46221,1322 OLIVER AVE,Abandoned
46218,2337 SHELDON ST,Abandoned
46218,2237 N ARSENAL AVE,Abandoned
46218,2309 N ARSENAL AVE,Abandoned
46218,2451 SHELDON ST,Abandoned
46205,3015 SUTHERLAND AVE,Abandoned
46221,908 ARBOR AVE,Abandoned
46221,906 ARBOR AVE,Abandoned
46218,2831 N SHERMAN DR,Abandoned
46203,3557 PROSPECT ST,Abandoned
46205,3237 SUTHERLAND AVE,Abandoned
46221,5003 GAMBEL RD,Abandoned
46205,4182 WINTHROP AVE,Abandoned
46226,3820 ESQUIRE PL,Vacant
46208,3831 BOULEVARD PL,Abandoned
46205,3967 BROADWAY ST,Abandoned
46208,4110 CORNELIUS AVE,Abandoned
46226,4011 N PASADENA ST,Abandoned
46241,3911 W TROY AVE,Abandoned
46226,3945 N IRVINGTON AVE,Vacant
46205,3915 N TACOMA AVE,Vacant
46241,4625 TUCSON DR,Abandoned
46226,4130 N BOLTON AVE,Abandoned
46254,4108 WHITAKER DR,Abandoned
46235,4045 STRATFORD CT,Abandoned
46208,409 HARVARD PL,Abandoned
46226,4119 N SHERIDAN AVE,Abandoned
46208,157 BERKLEY RD,Vacant
46205,4451 CRITTENDEN AVE,Vacant
46226,6136 E 43RD ST,Vacant
46268,7208 NEW AUGUSTA RD,Abandoned
46240,1737 E 72ND ST,Vacant
46201,634 N RURAL ST,Vacant
46225,1524 S TALBOTT ST,Abandoned
46203,1815 WOODLAWN AVE,Abandoned
46203,2303 HOBART RD,Abandoned
46219,40 S BUTLER AVE,Abandoned
46219,405 S BUTLER AVE,Abandoned
46239,6802 SOUTHEASTERN AVE,Abandoned
46218,1831 N LELAND AVE,Abandoned
46218,2433 N BOLTON AVE,Abandoned
46219,403 N GIBSON AVE,Abandoned
46219,2139 N CATHERWOOD AVE,Vacant
46219,956 N BAZIL AVE,Abandoned
46229,11077 E WASHINGTON ST,Abandoned
46219,201 N BOEHNING ST,Vacant
46219,1014 N RITTER AVE,Abandoned
46219,2709 N SHADELAND AVE,Vacant
46218,3632 N BUTLER AVE,Abandoned
46218,3267 CAMPBELL AVE,Abandoned
46226,3613 PAYTON AVE,Abandoned
46219,8108 SHIBLER DR,Vacant
46201,24 EASTERN AVE,Vacant
46203,1132 MC DOUGAL ST,Abandoned
46222,755 LYNN ST,Abandoned
46201,18 N GRAY ST,Abandoned
46201,411 N KEYSTONE AVE,Abandoned
46208,1342 ROACHE ST,Abandoned
46201,246 N LASALLE ST,Abandoned
46202,2187 WHITE AVE,Vacant
46218,2440 N OXFORD ST,Abandoned
46205,821 E 28TH ST,Abandoned
46208,974 W 27TH ST,Abandoned
46203,618 DAYTON AVE,Abandoned
46218,3433 CAROLINE AVE,Abandoned
46201,417 N EUCLID AVE,Abandoned
46208,1222 W 29TH ST,Abandoned
46218,4723 GRACE ST,Vacant
46208,3616 SALEM ST,Vacant
46205,2422 GUILFORD AVE,Abandoned
46203,2441 ASBURY ST,Abandoned
46218,3301 E 34TH ST,Abandoned
46208,3502 N KENWOOD AVE,Abandoned
46201,410 EASTERN AVE,Abandoned
46208,3002 GRACELAND AVE,Vacant
46201,2532 ENGLISH AVE,Abandoned
46201,5017 E NEW YORK ST,Vacant
46201,420 HARLAN ST,Abandoned
46208,2262 N KENWOOD AVE,Vacant
46201,726 N LINWOOD AVE,Abandoned
46201,2617 ENGLISH AVE,Vacant
46201,2020 E MARYLAND ST,Abandoned
46201,225 N TEMPLE AVE,Abandoned
46201,941 N BRADLEY AVE,Abandoned
46201,25 N TACOMA AVE,Vacant
46203,1914 E PLEASANT RUN PKWY NDR,Abandoned
46201,4814 E WASHINGTON ST,Abandoned
46202,1605 N DELAWARE ST,Abandoned
46203,707 COTTAGE AVE,Vacant
46225,2904 S PENNSYLVANIA ST,Abandoned
46201,405 N EUCLID AVE,Abandoned
46201,206 N FOREST AVE,Abandoned
46203,1123 E GIMBER ST,Vacant
46201,949 N SHERMAN DR,Abandoned
46225,259 E MINNESOTA ST,Abandoned
46201,533 N TACOMA AVE,Abandoned
46218,1942 HOLLOWAY AVE,Abandoned
46218,3120 N OLNEY ST,Abandoned
46201,338 N DREXEL AVE,Vacant
46218,4812 E 21ST ST,Abandoned
46218,3757 ORCHARD AVE,Abandoned
46201,1317 N BEVILLE AVE,Abandoned
46218,2317 COYNER AVE,Abandoned
46218,3434 N GALE ST,Abandoned
46218,3408 N EUCLID AVE,Abandoned
46218,3449 ADAMS ST,Vacant
46218,2014 N DREXEL AVE,Abandoned
46218,1927 HILLSIDE AVE,Abandoned
46218,3902 E 30TH ST,Abandoned
46218,1732 N EMERSON AVE,Abandoned
46218,2854 STUART ST,Abandoned
46201,511 JEFFERSON AVE,Abandoned
46208,3302 GRACELAND AVE,Abandoned
46208,1143 UDELL ST,Abandoned
46208,941 W 28TH ST,Abandoned
46205,2630 GUILFORD AVE,Vacant
46218,1842 TALLMAN AVE,Abandoned
46205,2958 N PARK AVE,Abandoned
46205,1424 E 30TH ST,Vacant
46205,3050 BROADWAY ST,Vacant
46201,121 S RURAL ST,Abandoned
46218,2426 BROOKSIDE AVE,Vacant
46205,3312 RUCKLE ST,Abandoned
46203,1621 DRAPER ST,Abandoned
46201,410 S TEMPLE AVE,Abandoned
46222,757 LYNN ST,Abandoned
46208,2719 ETHEL AVE,Abandoned
46218,4723 GRACE ST,Vacant
46218,1912 E 34TH ST,Abandoned
46218,3222 E 34TH ST,Abandoned
46218,2710 N OLNEY ST,Abandoned
46203,1206 ENGLISH AVE,Abandoned
46201,2623 E ST CLAIR ST,Abandoned
46201,3925 E WASHINGTON ST,Vacant
46201,205 N TEMPLE AVE,Abandoned
46218,3512 JANET DR,Vacant
46203,2326 E RAYMOND ST,Abandoned
46203,4304 LEXINGTON AVE,Abandoned
46203,1027 DAWSON ST,Abandoned
46208,839 W 27TH ST,Abandoned
46201,215 PARKVIEW AVE,Vacant
46208,2820 INDIANAPOLIS AVE,Abandoned
46205,2957 CENTRAL AVE,Vacant
46201,31 N LINWOOD AVE,Abandoned
46201,22 N TEMPLE AVE,Abandoned
46201,622 N BOSART AVE,Vacant
46202,1930 MANSFIELD ST,Abandoned
46203,1918 E MINNESOTA ST,Abandoned
46218,1725 INGRAM ST,Vacant
46208,3437 N KENWOOD AVE,Abandoned
46208,159 W 28TH ST,Abandoned
46208,1449 W 32ND ST,Vacant
46201,444 TROWBRIDGE ST,Abandoned
46203,1158 ENGLISH AVE,Abandoned
46205,2954 WINTHROP AVE,Abandoned
46218,3418 CAROLINE AVE,Abandoned
46208,2636 ETHEL AVE,Abandoned
46203,1639 WALKER AVE,Abandoned
46203,1005 ALBANY ST,Vacant
46218,2751 N OLNEY ST,Abandoned
46208,3616 N ILLINOIS ST,Abandoned
46221,648 WARREN AVE,Abandoned
46201,615 N GRANT AVE,Abandoned
46218,3330 ORCHARD AVE,Vacant
46218,2826 E 19TH ST,Abandoned
46201,3930 E 10TH ST,Vacant
46203,965 E MINNESOTA ST,Abandoned
46201,204 N LASALLE ST,Abandoned
46203,2042 BOYD AVE,Abandoned
46218,2748 SCHOFIELD AVE,Vacant
46225,1362 UNION ST,Abandoned
46203,1321 VILLA AVE,Abandoned
46208,2246 N KENWOOD AVE,Abandoned
46201,405 N BEVILLE AVE,Vacant
46203,1130 TROWBRIDGE ST,Abandoned
46208,1049 W 32ND ST,Abandoned
46208,336 W 26TH ST,Abandoned
46203,2364 HOYT AVE,Vacant
46218,3738 N TEMPLE AVE,Abandoned
46208,3521 N ILLINOIS ST,Abandoned
46222,329 CABLE ST,Abandoned
46208,2328 INDIANAPOLIS AVE,Abandoned
46203,624 DAYTON AVE,Abandoned
46201,1460 BATES ST,Abandoned
46201,33 N SHERMAN DR,Abandoned
46202,2239 YANDES ST,Abandoned
46208,864 EUGENE ST,Abandoned
46201,301 S TEMPLE AVE,Abandoned
46208,3330 GRACELAND AVE,Abandoned
46201,315 N TEMPLE AVE,Abandoned
46208,701 W 32ND ST,Abandoned
46218,2929 N DEARBORN ST,Vacant
46218,3209 N EUCLID AVE,Vacant
46201,2425 E MICHIGAN ST,Abandoned
46201,3519 E 10TH ST,Abandoned
46218,4542 E 18TH ST,Vacant
46201,901 N OXFORD ST,Abandoned
46201,1028 N OXFORD ST,Vacant
46201,555 N PARKER AVE,Abandoned
46201,1313 N OXFORD ST,Abandoned
46201,857 N OAKLAND AVE,Abandoned
46201,2806 E MICHIGAN ST,Abandoned
46201,627 N DEARBORN ST,Abandoned
46201,1201 N OAKLAND AVE,Abandoned
46201,3137 E 10TH ST,Abandoned
46201,822 N LASALLE ST,Abandoned
46201,2810 E NEW YORK ST,Abandoned
46203,1121 E NAOMI ST,Abandoned
46218,3008 N GLADSTONE AVE,Abandoned
46201,2606 BROOKSIDE PKWY NDR,Abandoned
46201,1626 N TACOMA AVE,Abandoned
46201,1353 N DEARBORN ST,Abandoned
46201,1514 N KEALING AVE,Abandoned
46201,1316 N OLNEY ST,Abandoned
46201,1014 N OLNEY ST,Abandoned
46221,1079 W MCCARTY ST,Vacant
46208,1131 W 25TH ST,Abandoned
46221,723 KAPPES ST,Abandoned
46225,1439 S ILLINOIS ST,Abandoned
46201,406 S OXFORD ST,Abandoned
46218,2317 SHELDON ST,Abandoned
46201,931 N LASALLE ST,Abandoned
46226,3947 N SHERIDAN AVE,Abandoned
46235,4008 ESSEX CT,Abandoned
46208,4133 ROOKWOOD AVE,Vacant
46205,3850 WINTHROP AVE,Abandoned
46208,422 W 40TH ST,Abandoned
46235,9508 BAKER CT,Abandoned
46235,9944 CATALINA DR,Abandoned
46235,3924 ARQUETTE DR,Vacant
46235,9630 E 38TH ST,Abandoned
46205,4002 BROADWAY ST,Abandoned
46205,616 E 40TH ST,Abandoned
46235,9919 MAURINE DR,Abandoned
46226,4144 CAMPBELL AVE,Abandoned
46205,4458 OLD ALLISONVILLE RD,Abandoned
46205,4436 NORWALDO AVE,Abandoned
46205,2019 E 46TH ST,Abandoned
46205,4625 HILLSIDE AVE,Vacant
46236,5418 PURPURA DR,Abandoned
46218,2251 SHELDON ST,Abandoned
46208,1176 ROACHE ST,Abandoned
46219,5355 BURGESS AVE,Abandoned
46218,2138 N GRAHAM AVE,Abandoned
46218,2240 N BUTLER AVE,Abandoned
46219,6261 E 25TH ST,Abandoned
46229,1215 N GERMAN CHURCH RD,Abandoned
46219,6310 E 26TH ST,Abandoned
46218,2744 N BUTLER AVE,Abandoned
46235,10040 E 33RD ST,Abandoned
46218,3701 N LELAND AVE,Abandoned
46226,3530 BISCAYNE RD,Abandoned
46218,5120 MASSACHUSETTS AVE,Abandoned
46218,5120 MASSACHUSETTS AVE,Abandoned
46227,8772 SUMMER WALK DR E,Vacant
46227,2717 COREY DR,Vacant
46227,110 E STOP 11 RD,Abandoned
46217,8151 WOODBINE DR,Abandoned
46227,7110 MADISON AVE,Abandoned
46227,59 WALNUT ST,Vacant
46227,6461 MADISON AVE,Abandoned
46227,185 SOUTH ST,Abandoned
46217,222 W EDGEWOOD AVE,Abandoned
46217,3440 W EPLER AVE,Abandoned
46217,5449 S HARDING ST,Abandoned
46227,5540 HARDEGAN ST,Abandoned
46227,3359 ROYAL OAK DR,Abandoned
46217,5457 BLUFF VIEW BLVD,Abandoned
46227,2127 E DUDLEY AVE,Abandoned
46227,4376 MADISON AVE,Abandoned
46227,2324 E THOMPSON RD,Vacant
46237,4905 E THOMPSON RD,Vacant
46217,3205 BYRKIT ST,Abandoned
46227,4913 MANKER ST,Abandoned
46227,255 E THOMPSON RD,Abandoned
46227,4105 WEAVER AVE,Abandoned
46217,230 NEWHART ST,Abandoned
46217,3448 NEWHART ST,Abandoned
46227,4935 MANKER ST,Vacant
46227,1218 E EDWARDS AVE,Abandoned
46227,905 E MARKWOOD AVE,Abandoned
46227,5801 S EAST ST,Abandoned
46227,541 E SUMNER AVE,Abandoned
46227,1319 EDGECOMBE AVE,Abandoned
46227,1406 NORTON AVE,Abandoned
46227,1615 EDGECOMBE AVE,Abandoned
46227,1005 E SUMNER AVE,Abandoned
46217,3506 BLUFF RD,Abandoned
46237,3731 S OLNEY ST,Abandoned
46227,3715 S STATE AVE,Abandoned
46227,3502 SHELBY ST,Abandoned
46107,3530 S EMERSON AVE,Abandoned
46217,3502 S HARDING ST,Abandoned
46227,3549 EGELHOFF LN,Abandoned
46227,4026 S KEYSTONE AVE,Abandoned
46227,1315 STANDISH AVE,Abandoned
46227,3702 AURORA ST,Abandoned
46227,1322 BACON ST,Abandoned
46237,1630 E PERRY ST,Abandoned
46237,3820 S SHERMAN DR,Abandoned
46107,53 N 15TH AVE,Vacant
46237,3030 ST PAUL ST,Abandoned
46107,51 TICEN ST,Vacant
46227,1230 MARTIN ST,Abandoned
46227,1411 E PERRY ST,Abandoned
46227,1411 KNOX ST,Abandoned
46237,1717 KNOX ST,Vacant
46227,1147 BACON ST,Abandoned
46237,3191 S TACOMA AVE,Abandoned
46227,1136 BACON ST,Abandoned
46227,1254 MARTIN ST,Abandoned
46227,520 E PERRY ST,Vacant
46227,1119 KNOX ST,Abandoned
46227,1223 KNOX ST,Abandoned
46237,1913 E PERRY ST,Abandoned
46237,3115 S KEYSTONE AVE,Abandoned
46107,22 S 17TH AVE,Vacant
46227,1240 E PERRY ST,Vacant
46227,1134 MARTIN ST,Abandoned
46237,3130 S RURAL ST,Abandoned
46203,2515 E TROY AVE,Abandoned
46237,3025 HARLAN ST,Abandoned
46237,3226 S STATE AVE,Abandoned
46237,3055 HARLAN ST,Abandoned
46237,3028 VILLA AVE,Vacant
46237,3190 S TACOMA AVE,Abandoned
46237,3019 ST PAUL ST,Vacant
46227,520 E PERRY ST,Vacant
46107,110 S 17TH AVE,Abandoned
46227,1143 MARTIN ST,Abandoned
46237,3202 ST PAUL ST,Abandoned
46107,119 ALTON ST,Vacant
46237,3203 HARLAN ST,Abandoned
46227,3450 ASBURY ST,Vacant
46237,2235 E WERGES AVE,Abandoned
46227,630 E PERRY ST,Abandoned
46217,3427 CHASE ST,Vacant
46217,3413 COFFEY ST,Vacant
46227,3358 LAUREL ST,Abandoned
46237,3303 S PARKER AVE,Abandoned
46217,3410 COFFEY ST,Abandoned
46107,393 CHURCHMAN AVE,Vacant
46227,1099 E HANNA AVE,Abandoned
46237,3319 ST PAUL ST,Abandoned
46227,3500 S PENNSYLVANIA ST,Abandoned
46237,3420 S RURAL ST,Vacant
46107,618 GROVEWOOD DR,Vacant
46237,2242 E WERGES AVE,Abandoned
46217,1439 W HANNA AVE,Abandoned
46237,3614 E HANNA AVE,Abandoned
46227,301 PACIFIC ST,Vacant
46227,832 E EDWARDS AVE,Abandoned
46241,2815 COLLIER ST,Abandoned
46241,2652 S MC CLURE ST,Abandoned
46241,2641 COLLIER ST,Abandoned
46241,2620 COLLIER ST,Abandoned
46221,1802 S BELMONT AVE,Vacant
46221,1306 S SHEFFIELD AVE,Abandoned
46241,5057 W NAOMI ST,Vacant
46241,2506 S HOLT RD,Abandoned
46241,2954 S MC CLURE ST,Abandoned
46241,5133 MILLER ST,Vacant
46241,4621 W NAOMI ST,Abandoned
46241,5404 CHELSEA RD,Abandoned
46241,4826 W MORRIS ST,Abandoned
46241,1628 BEULAH AVE,Abandoned
46241,2813 LOCKBURN ST,Abandoned
46241,1229 MANHATTAN AVE,Abandoned
46221,2213 W MORRIS ST,Vacant
46241,5142 W SOUTHERN AVE,Abandoned
46241,2860 S RYBOLT AVE,Abandoned
46221,1046 S SHEFFIELD AVE,Abandoned
46221,1016 S PERSHING AVE,Abandoned
46222,542 S WARMAN AVE,Abandoned
46222,4115 ROCKVILLE RD,Vacant
46222,2930 JACKSON ST,Abandoned
46241,560 S COLE ST,Abandoned
46222,3631 ROCKVILLE RD,Abandoned
46241,120 S TIBBS AVE,Abandoned
46241,912 S AUBURN ST,Vacant
46241,839 S WORTH AVE,Abandoned
46222,515 S WARMAN AVE,Abandoned
46221,1034 S PERSHING AVE,Abandoned
46222,56 S TREMONT ST,Vacant
46241,1027 WESTBROOK AVE,Abandoned
46224,4923 ROCKVILLE RD,Abandoned
46241,838 WOODROW AVE,Abandoned
46241,315 BARTON AVE,Abandoned
46241,69 S TAFT AVE,Abandoned
46221,1106 S BELMONT AVE,Abandoned
46241,702 INGOMAR ST,Abandoned
46222,431 N BERWICK AVE,Abandoned
46222,321 N BELLEVIEW PL,Abandoned
46222,349 N ADDISON ST,Abandoned
46222,550 N PERSHING AVE,Abandoned
46222,3465 GARDEN AVE,Vacant
46222,373 N HOLMES AVE,Abandoned
46222,709 N ROCHESTER AVE,Vacant
46222,554 N LUETT AVE,Abandoned
46222,762 N BELLEVIEW PL,Abandoned
46222,746 ARNOLDA AVE,Abandoned
46222,2912 W MICHIGAN ST,Abandoned
46222,3449 W MICHIGAN ST,Vacant
46222,222 N HOLMES AVE,Abandoned
46222,422 N GOODLET AVE,Abandoned
46222,233 N WARMAN AVE,Vacant
46222,945 KING AVE,Abandoned
46222,402 N HOLMES AVE,Abandoned
46222,3418 W MICHIGAN ST,Vacant
46222,758 N BELLEVIEW PL,Abandoned
46222,750 ARNOLDA AVE,Abandoned
46214,6340 ROCKVILLE RD,Abandoned
46222,830 N GOODLET AVE,Abandoned
46222,915 N CONCORD ST,Abandoned
46222,543 N EXETER AVE,Abandoned
46222,939 N SOMERSET AVE,Vacant
46222,701 N PERSHING AVE,Vacant
46222,2619 W WASHINGTON ST,Abandoned
46222,464 KETCHAM ST,Abandoned
46222,738 ARNOLDA AVE,Abandoned
46222,2508 W MICHIGAN ST,Abandoned
46222,2519 W WASHINGTON ST,Abandoned
46222,1210 N BELMONT AVE,Abandoned
46222,1101 GROFF AVE,Abandoned
46222,1203 N LIVINGSTON AVE,Vacant
46222,1209 N CONCORD ST,Abandoned
46222,3464 W 10TH ST,Abandoned
46222,1801 WINFIELD AVE,Abandoned
46222,1411 N BELLEVIEW PL,Abandoned
46222,1051 N MOUNT ST,Abandoned
46222,1155 N HOLMES AVE,Vacant
46222,1408 N PERSHING AVE,Abandoned
46222,1222 GROFF AVE,Abandoned
46222,1166 N LUETT AVE,Vacant
46222,1040 WINFIELD AVE,Abandoned
46222,1115 N TIBBS AVE,Abandoned
46222,1161 SHARON AVE,Abandoned
46222,1247 N MOUNT ST,Vacant
46222,2206 W 10TH ST,Abandoned
46222,1140 N WARMAN AVE,Abandoned
46222,1229 N SOMERSET AVE,Vacant
46222,1413 N SHEFFIELD AVE,Abandoned
46222,3010 W 10TH ST,Vacant
46222,1539 N GOODLET AVE,Abandoned
46222,1156 N WARMAN AVE,Abandoned
46222,2215 W 16TH ST,Abandoned
46214,1615 FARLEY DR,Vacant
46222,4532 W 30TH ST,Abandoned
46222,2046 N TIBBS AVE,Abandoned
46222,2635 KESSLER BLVD NDR,Abandoned
46222,2118 SHARON AVE,Abandoned
46222,1853 MEDFORD AVE,Abandoned
46222,1901 N HOLMES AVE,Abandoned
46222,2950 W 21ST ST,Vacant
46222,8 GOYA CT,Vacant
46234,8417 HILLTOP DR,Vacant
46222,3460 GUION RD,Abandoned
46222,4308 THRUSH DR,Vacant
46234,8832 TERRACE AVE,Vacant
46224,3636 N MISSION DR,Vacant
46224,5009 W 34TH ST,Vacant
46221,1414 S BELMONT AVE,Abandoned
46241,1408 S GLEN ARM RD,Vacant
46241,5018 W NAOMI ST,Abandoned
46241,3702 W MORRIS ST,Vacant
46241,5230 W RAYMOND ST,Abandoned
46221,2229 W MORRIS ST,Abandoned
46221,1370 S SHEFFIELD AVE,Vacant
46241,2446 FOLTZ ST,Abandoned
46221,1218 S SHEFFIELD AVE,Abandoned
46221,1360 S SHEFFIELD AVE,Abandoned
46241,1257 S GLEN ARM RD,Abandoned
46241,2861 MARS HILL ST,Abandoned
46241,5109 MELROSE AVE,Abandoned
46241,2934 LOCKBURN ST,Abandoned
46241,5601 FORTUNE CIR W,Vacant
46241,2645 FOLTZ ST,Abandoned
46241,4745 W NAOMI ST,Vacant
46221,2201 MILLER ST,Abandoned
46241,5860 FORTUNE CIR W,Vacant
46241,1501 S BILTMORE AVE,Abandoned
46241,5106 W RAYMOND ST,Abandoned
46241,4949 W MINNESOTA ST,Abandoned
46241,5049 W LEGRANDE AVE,Vacant
46241,5115 PLAINFIELD AVE,Abandoned
46241,1148 S SOMERSET AVE,Abandoned
46241,1513 S MORELAND AVE,Vacant
46221,1246 S SHEFFIELD AVE,Vacant
46241,6331 W MORRIS ST,Vacant
46221,2135 BARRETT AVE,Vacant
46241,2922 LOCKBURN ST,Abandoned
46241,5106 W BEECHER ST,Abandoned
46241,843 INGOMAR ST,Abandoned
46241,315 S VINE ST,Vacant
46241,316 ROBTON ST,Abandoned
46221,1014 S MOUNT ST,Vacant
46221,2829 W RAY ST,Abandoned
46241,740 INGOMAR ST,Abandoned
